TaxonLevel1,TaxonLevel2,TaxonLevel3,TaxonLevel4,TaxonLevel5,TaxonLevel6,TaxonLevel7,TaxonLevel8,,sample-id,miami25-1-1,miami25-1-10,miami25-1-11,miami25-1-12,miami25-1-13,miami25-1-14,miami25-1-15,miami25-1-16,miami25-1-17,miami25-1-18,miami25-1-19,miami25-1-2,miami25-1-20,miami25-1-21,miami25-1-22,miami25-1-23,miami25-1-24,miami25-1-25,miami25-1-26,miami25-1-27,miami25-1-28,miami25-1-29,miami25-1-3,miami25-1-30,miami25-1-31,miami25-1-32,miami25-1-33,miami25-1-34,miami25-1-35,miami25-1-36,miami25-1-37,miami25-1-38,miami25-1-39,miami25-1-4,miami25-1-5,miami25-1-6,miami25-1-7,miami25-1-8,miami25-1-9,miami25-2-1,miami25-2-10,miami25-2-11,miami25-2-12,miami25-2-13,miami25-2-14,miami25-2-15,miami25-2-16,miami25-2-17,miami25-2-18,miami25-2-19,miami25-2-2,miami25-2-20,miami25-2-21,miami25-2-22,miami25-2-23,miami25-2-24,miami25-2-25,miami25-2-26,miami25-2-27,miami25-2-28,miami25-2-29,miami25-2-3,miami25-2-30,miami25-2-31,miami25-2-32,miami25-2-33,miami25-2-34,miami25-2-35,miami25-2-37,miami25-2-38,miami25-2-39,miami25-2-4,miami25-2-5,miami25-2-6,miami25-2-7,miami25-2-8,miami25-2-9,miami25-3-1,miami25-3-10,miami25-3-11,miami25-3-12,miami25-3-13,miami25-3-14,miami25-3-16,miami25-3-17,miami25-3-18,miami25-3-19,miami25-3-2,miami25-3-20,miami25-3-21,miami25-3-22,miami25-3-23,miami25-3-24,miami25-3-25,miami25-3-26,miami25-3-27,miami25-3-28,miami25-3-29,miami25-3-3,miami25-3-30,miami25-3-31,miami25-3-32,miami25-3-33,miami25-3-34,miami25-3-35,miami25-3-36,miami25-3-37,miami25-3-38,miami25-3-39,miami25-3-4,miami25-3-5,miami25-3-6,miami25-3-7,miami25-3-8,miami25-3-9,miami25-1-41,miami25-1-42,miami25-1-43,miami25-1-44,miami25-1-46,miami25-1-47,miami25-1-48,miami25-1-49,miami25-1-50,miami25-1-51,miami25-1-52,miami25-1-53,miami25-2-41,miami25-2-42,miami25-2-43,miami25-2-44,miami25-2-45,miami25-2-46,miami25-2-47,miami25-2-48,miami25-2-49,miami25-2-50,miami25-2-51,miami25-2-52,miami25-2-53,miami25-3-41,miami25-3-42,miami25-3-43,miami25-3-44,miami25-3-45,miami25-3-46,miami25-3-48,miami25-3-49,miami25-3-50,miami25-3-51,miami25-3-52,miami25-3-53
Holozoa, Animalia, Arthropoda, Maxillopoda, Calanoida, Calanoida, Calanoida, uncultured_eukaryote,,044d09a70f67724e639c4e01d70c3c5b,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holozoa, Animalia, Rotifera, Monogononta, Ploimida, Ploimida, Ploimida, metagenome,,04590d89a1168fa523ada449766144e8,0,0,0,0,0,0,0,117,142,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2893,4210,6179,0,0,0,67,63,155,0,0,0,0,0,0,0,101,155,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5259,7830,0,0,0,108,188,193,0,0,0,0,0,0,201,245,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1475,2512,6360,0,0,0,40,52,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holozoa, Animalia, Arthropoda, Maxillopoda, Cyclopoida, Cyclopoida, Cyclopoida, Halicyclops_sp.,,046272c8e19d2caa490ad04a095e0bb7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,33,0,0,0,971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,95,0,0,75,0,0,0,1531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holozoa, Animalia, Arthropoda, Maxillopoda, Harpacticoida, Harpacticoida, Harpacticoida, uncultured_eukaryote,,047a758a26b77cafe835c3d8417fd5ee,0,0,0,0,11,9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,10,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holozoa, Animalia, Nematozoa, Enoplea, Dorylaimia, Dorylaimida, Dorylaimida, Aporcelaimellus_sp.,,04ad6ce38e8055a5961bfdb899cb2e90,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holozoa, Animalia, Nematozoa, Enoplea, Enoplida, Enoplida, Enoplida, Pontonema_vulgare,,04e88106bd2f9b845ddbab4800001fcc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,745,0,0,0,0,0,0,152,0,0,0,0,0,1119,0,0,0,0,0,0,68,0,0,0,0,863,87,0,0
Holozoa, Animalia, Gastrotricha, Gastrotricha, Chaetonotida, Chaetonotida, Chaetonotida, Chaetonotus_sp.,,04ffe152e45751849088d854495788fe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holozoa, Animalia, Nematozoa, Enoplea, Enoplida, Enoplida, Enoplida, uncultured_eukaryote,,0543386ede396af7837c474449d4f518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,316,0,0,0,0,0,0,0,0,0,0,0,523,0,0
Holozoa, Animalia, Arthropoda, Ostracoda, Podocopida, Podocopida, Podocopida, Heterocypris_vandouwei,,058d41471494677eb46ea345d2038a97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0
Holozoa, Animalia, Arthropoda, Maxillopoda, Cyclopoida, Cyclopoida, Cyclopoida, Apocyclops_royi,,05afbc85ac66dab017bd1bf4e5148668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,136,122,774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,461,210,954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,36,0,0,0,0,195,63,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holozoa, Animalia, Gastrotricha, Gastrotricha, Chaetonotida, Chaetonotida, Chaetonotida, Chaetonotus_sp.,,05d4dc03f207078f2779ff4423bef9ea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holozoa, Animalia, Annelida, Polychaeta, Spionida, Spionida, Spionida, Prionospio_dubia,,0601a9853daae3f8fa757aeabc5f7f2b,23,0,0,0,0,0,0,62,0,16,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,42,0,42,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,118,0,79,6,20,0,17,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holozoa, Animalia, Gastrotricha, Gastrotricha, Chaetonotida, Chaetonotida, Chaetonotida, Chaetonotus_sp.,,074dbe796dacb742b9e9200473c8710c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holozoa, Animalia, Arthropoda, Maxillopoda, Harpacticoida, Harpacticoida, Harpacticoida, Typhlamphiascus_typhlops,,07af5cd22d208aa5abda017617d1904a,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,22,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holozoa, Animalia, Mollusca, Gastropoda, Heterobranchia, Heterobranchia, Heterobranchia, Melampus_fasciatus,,07bbd854eb807457453160d3219bacc4,0,0,7,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holozoa, Animalia, Arthropoda, Maxillopoda, Harpacticoida, Harpacticoida, Harpacticoida, Tigriopus_fulvus,,07f5a2250b6b40b2b0a95109501f4559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holozoa, Animalia, Annelida, Clitellata, Haplotaxida, Haplotaxida, Haplotaxida, Stylaria_sp.,,0847c79e9993c5aa4c8611e4add1e2bf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holozoa, Animalia, Arthropoda, Maxillopoda, Sessilia, Sessilia, Sessilia, Euraphia_sp.,,0853d8137ebbbf0b8e22a0adc48e03f4,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,337,53,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,258,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1221,458,1327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Holozoa, Animalia, Xenacoelomorpha, Acoela, Acoela, Acoela, Acoela, Paedomecynostomum_bruneum,,09382540b65ade0d6f2dba81ed8abdc0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
